startTime;endTime;Wind power generation - 15 min data;Total production capacity used in the wind power forecast;Rate of production
2017-03-29T00:00:00.000Z;2017-03-29T01:00:00.000Z;502;1523;0.329612607
2017-03-29T01:00:00.000Z;2017-03-29T02:00:00.000Z;425;1523;0.279054498
2017-03-29T02:00:00.000Z;2017-03-29T03:00:00.000Z;359;1523;0.235718976
2017-03-29T03:00:00.000Z;2017-03-29T04:00:00.000Z;300;1523;0.196979645
2017-03-29T04:00:00.000Z;2017-03-29T05:00:00.000Z;273;1523;0.179251477
2017-03-29T05:00:00.000Z;2017-03-29T06:00:00.000Z;232;1523;0.152330926
2017-03-29T06:00:00.000Z;2017-03-29T07:00:00.000Z;117;1523;0.076822062
2017-03-29T07:00:00.000Z;2017-03-29T08:00:00.000Z;64;1523;0.042022324
2017-03-29T08:00:00.000Z;2017-03-29T09:00:00.000Z;75;1523;0.049244911
2017-03-29T09:00:00.000Z;2017-03-29T10:00:00.000Z;88;1523;0.057780696
2017-03-29T10:00:00.000Z;2017-03-29T11:00:00.000Z;106;1523;0.069599475
2017-03-29T11:00:00.000Z;2017-03-29T12:00:00.000Z;144;1523;0.09455023
2017-03-29T12:00:00.000Z;2017-03-29T13:00:00.000Z;195;1523;0.12803677
2017-03-29T13:00:00.000Z;2017-03-29T14:00:00.000Z;245;1523;0.16086671
2017-03-29T14:00:00.000Z;2017-03-29T15:00:00.000Z;241;1523;0.158240315
2017-03-29T15:00:00.000Z;2017-03-29T16:00:00.000Z;215;1523;0.141168746
2017-03-29T16:00:00.000Z;2017-03-29T17:00:00.000Z;221;1523;0.145108339
2017-03-29T17:00:00.000Z;2017-03-29T18:00:00.000Z;215;1523;0.141168746
2017-03-29T18:00:00.000Z;2017-03-29T19:00:00.000Z;307;1523;0.201575837
2017-03-29T19:00:00.000Z;2017-03-29T20:00:00.000Z;416;1523;0.273145108
2017-03-29T20:00:00.000Z;2017-03-29T21:00:00.000Z;432;1523;0.283650689
2017-03-29T21:00:00.000Z;2017-03-29T22:00:00.000Z;384;1523;0.252133946
2017-03-29T22:00:00.000Z;2017-03-29T23:00:00.000Z;394;1523;0.258699934
2017-03-29T23:00:00.000Z;2017-03-30T00:00:00.000Z;359;1523;0.235718976
