"startTime";"endTime";"Wind power generation - 15 min data"
"2021-03-29T00:00:00.000Z";"2021-03-29T01:00:00.000Z";1882
"2021-03-29T01:00:00.000Z";"2021-03-29T02:00:00.000Z";1849
"2021-03-29T02:00:00.000Z";"2021-03-29T03:00:00.000Z";1772
"2021-03-29T03:00:00.000Z";"2021-03-29T04:00:00.000Z";1744
"2021-03-29T04:00:00.000Z";"2021-03-29T05:00:00.000Z";1760
"2021-03-29T05:00:00.000Z";"2021-03-29T06:00:00.000Z";1803
"2021-03-29T06:00:00.000Z";"2021-03-29T07:00:00.000Z";1731
"2021-03-29T07:00:00.000Z";"2021-03-29T08:00:00.000Z";1632
"2021-03-29T08:00:00.000Z";"2021-03-29T09:00:00.000Z";1672
"2021-03-29T09:00:00.000Z";"2021-03-29T10:00:00.000Z";1785
"2021-03-29T10:00:00.000Z";"2021-03-29T11:00:00.000Z";1791
"2021-03-29T11:00:00.000Z";"2021-03-29T12:00:00.000Z";1848
"2021-03-29T12:00:00.000Z";"2021-03-29T13:00:00.000Z";1914
"2021-03-29T13:00:00.000Z";"2021-03-29T14:00:00.000Z";2039
"2021-03-29T14:00:00.000Z";"2021-03-29T15:00:00.000Z";2124
"2021-03-29T15:00:00.000Z";"2021-03-29T16:00:00.000Z";2186
"2021-03-29T16:00:00.000Z";"2021-03-29T17:00:00.000Z";2196
"2021-03-29T17:00:00.000Z";"2021-03-29T18:00:00.000Z";2169
"2021-03-29T18:00:00.000Z";"2021-03-29T19:00:00.000Z";2155
"2021-03-29T19:00:00.000Z";"2021-03-29T20:00:00.000Z";2078
"2021-03-29T20:00:00.000Z";"2021-03-29T21:00:00.000Z";1993
"2021-03-29T21:00:00.000Z";"2021-03-29T22:00:00.000Z";1969
"2021-03-29T22:00:00.000Z";"2021-03-29T23:00:00.000Z";1836
"2021-03-29T23:00:00.000Z";"2021-03-30T00:00:00.000Z";1670
