"startTime";"endTime";"Wind power generation - 15 min data"
"2017-03-30T00:00:00.000Z";"2017-03-30T01:00:00.000Z";314
"2017-03-30T01:00:00.000Z";"2017-03-30T02:00:00.000Z";296
"2017-03-30T02:00:00.000Z";"2017-03-30T03:00:00.000Z";252
"2017-03-30T03:00:00.000Z";"2017-03-30T04:00:00.000Z";183
"2017-03-30T04:00:00.000Z";"2017-03-30T05:00:00.000Z";144
"2017-03-30T05:00:00.000Z";"2017-03-30T06:00:00.000Z";123
"2017-03-30T06:00:00.000Z";"2017-03-30T07:00:00.000Z";126
"2017-03-30T07:00:00.000Z";"2017-03-30T08:00:00.000Z";106
"2017-03-30T08:00:00.000Z";"2017-03-30T09:00:00.000Z";146
"2017-03-30T09:00:00.000Z";"2017-03-30T10:00:00.000Z";216
"2017-03-30T10:00:00.000Z";"2017-03-30T11:00:00.000Z";295
"2017-03-30T11:00:00.000Z";"2017-03-30T12:00:00.000Z";375
"2017-03-30T12:00:00.000Z";"2017-03-30T13:00:00.000Z";397
"2017-03-30T13:00:00.000Z";"2017-03-30T14:00:00.000Z";398
"2017-03-30T14:00:00.000Z";"2017-03-30T15:00:00.000Z";379
"2017-03-30T15:00:00.000Z";"2017-03-30T16:00:00.000Z";329
"2017-03-30T16:00:00.000Z";"2017-03-30T17:00:00.000Z";324
"2017-03-30T17:00:00.000Z";"2017-03-30T18:00:00.000Z";350
"2017-03-30T18:00:00.000Z";"2017-03-30T19:00:00.000Z";449
"2017-03-30T19:00:00.000Z";"2017-03-30T20:00:00.000Z";454
"2017-03-30T20:00:00.000Z";"2017-03-30T21:00:00.000Z";368
"2017-03-30T21:00:00.000Z";"2017-03-30T22:00:00.000Z";302
"2017-03-30T22:00:00.000Z";"2017-03-30T23:00:00.000Z";210
"2017-03-30T23:00:00.000Z";"2017-03-31T00:00:00.000Z";136
