startTime;endTime;Wind power generation - 15 min data;Total production capacity used in the wind power forecast;Rate of production
2020-03-30T00:00:00.000Z;2020-03-30T01:00:00.000Z;531;2150;0.246976744
2020-03-30T01:00:00.000Z;2020-03-30T02:00:00.000Z;571;2150;0.265581395
2020-03-30T02:00:00.000Z;2020-03-30T03:00:00.000Z;578;2150;0.268837209
2020-03-30T03:00:00.000Z;2020-03-30T04:00:00.000Z;623;2150;0.289767442
2020-03-30T04:00:00.000Z;2020-03-30T05:00:00.000Z;569;2150;0.264651163
2020-03-30T05:00:00.000Z;2020-03-30T06:00:00.000Z;430;2150;0.2
2020-03-30T06:00:00.000Z;2020-03-30T07:00:00.000Z;276;2150;0.128372093
2020-03-30T07:00:00.000Z;2020-03-30T08:00:00.000Z;239;2150;0.111162791
2020-03-30T08:00:00.000Z;2020-03-30T09:00:00.000Z;295;2150;0.137209302
2020-03-30T09:00:00.000Z;2020-03-30T10:00:00.000Z;334;2150;0.155348837
2020-03-30T10:00:00.000Z;2020-03-30T11:00:00.000Z;367;2150;0.170697674
2020-03-30T11:00:00.000Z;2020-03-30T12:00:00.000Z;430;2150;0.2
2020-03-30T12:00:00.000Z;2020-03-30T13:00:00.000Z;480;2150;0.223255814
2020-03-30T13:00:00.000Z;2020-03-30T14:00:00.000Z;516;2150;0.24
2020-03-30T14:00:00.000Z;2020-03-30T15:00:00.000Z;559;2150;0.26
2020-03-30T15:00:00.000Z;2020-03-30T16:00:00.000Z;515;2150;0.239534884
2020-03-30T16:00:00.000Z;2020-03-30T17:00:00.000Z;426;2150;0.198139535
2020-03-30T17:00:00.000Z;2020-03-30T18:00:00.000Z;556;2150;0.258604651
2020-03-30T18:00:00.000Z;2020-03-30T19:00:00.000Z;650;2150;0.302325581
2020-03-30T19:00:00.000Z;2020-03-30T20:00:00.000Z;709;2150;0.329767442
2020-03-30T20:00:00.000Z;2020-03-30T21:00:00.000Z;739;2150;0.34372093
2020-03-30T21:00:00.000Z;2020-03-30T22:00:00.000Z;811;2150;0.377209302
2020-03-30T22:00:00.000Z;2020-03-30T23:00:00.000Z;844;2150;0.39255814
2020-03-30T23:00:00.000Z;2020-03-31T00:00:00.000Z;1014;2150;0.471627907
