00:00 - 01:00,95.19
01:00 - 02:00,92.15
02:00 - 03:00,94.8
03:00 - 04:00,96.41
04:00 - 05:00,95.13
05:00 - 06:00,96.82
06:00 - 07:00,117.04
07:00 - 08:00,144.13
08:00 - 09:00,152
09:00 - 10:00,144.17
10:00 - 11:00,130
11:00 - 12:00,119
12:00 - 13:00,110.98
13:00 - 14:00,105.6
14:00 - 15:00,101.55
15:00 - 16:00,104.94
16:00 - 17:00,106.2
17:00 - 18:00,128.15
18:00 - 19:00,145.41
19:00 - 20:00,149.87
20:00 - 21:00,132.28
21:00 - 22:00,114.92
22:00 - 23:00,109.9
23:00 - 00:00,94.8
