00:00 - 01:00,20.6
01:00 - 02:00,18.38
02:00 - 03:00,12.13
03:00 - 04:00,9.99
04:00 - 05:00,12.01
05:00 - 06:00,12.77
06:00 - 07:00,21.49
07:00 - 08:00,22.39
08:00 - 09:00,15.94
09:00 - 10:00,13.28
10:00 - 11:00,16.88
11:00 - 12:00,18.83
12:00 - 13:00,13
13:00 - 14:00,9.86
14:00 - 15:00,13.44
15:00 - 16:00,26.19
16:00 - 17:00,44.89
17:00 - 18:00,79.93
18:00 - 19:00,101.97
19:00 - 20:00,105.45
20:00 - 21:00,87.4
21:00 - 22:00,79.93
22:00 - 23:00,75.89
23:00 - 00:00,70
