"startTime";"endTime";"Wind power production - real time data"
"2024-03-29T10:01:00.000Z";"2024-03-29T10:01:00.000Z";2028.9
"2024-03-29T10:04:00.000Z";"2024-03-29T10:04:00.000Z";2036.5
"2024-03-29T10:07:00.000Z";"2024-03-29T10:07:00.000Z";2051
"2024-03-29T10:10:00.000Z";"2024-03-29T10:10:00.000Z";2079
"2024-03-29T10:13:00.000Z";"2024-03-29T10:13:00.000Z";2042
"2024-03-29T10:16:00.000Z";"2024-03-29T10:16:00.000Z";2080.5
"2024-03-29T10:19:00.000Z";"2024-03-29T10:19:00.000Z";2082.5
"2024-03-29T10:22:00.000Z";"2024-03-29T10:22:00.000Z";2097
"2024-03-29T10:25:00.000Z";"2024-03-29T10:25:00.000Z";2118.5
"2024-03-29T10:28:00.000Z";"2024-03-29T10:28:00.000Z";2111.5
"2024-03-29T10:31:00.000Z";"2024-03-29T10:31:00.000Z";2153.4
"2024-03-29T10:34:00.000Z";"2024-03-29T10:34:00.000Z";2168.5
"2024-03-29T10:37:00.000Z";"2024-03-29T10:37:00.000Z";2222
"2024-03-29T10:40:00.000Z";"2024-03-29T10:40:00.000Z";2210.5
"2024-03-29T10:43:00.000Z";"2024-03-29T10:43:00.000Z";2214.5
"2024-03-29T10:46:00.000Z";"2024-03-29T10:46:00.000Z";2191.5
"2024-03-29T10:49:00.000Z";"2024-03-29T10:49:00.000Z";2203
"2024-03-29T10:52:00.000Z";"2024-03-29T10:52:00.000Z";2177
"2024-03-29T10:55:00.000Z";"2024-03-29T10:55:00.000Z";2174.5
"2024-03-29T10:58:00.000Z";"2024-03-29T10:58:00.000Z";2166.09999
"2024-03-29T11:01:00.000Z";"2024-03-29T11:01:00.000Z";2170.9
"2024-03-29T11:04:00.000Z";"2024-03-29T11:04:00.000Z";2162.5
"2024-03-29T11:07:00.000Z";"2024-03-29T11:07:00.000Z";2145
"2024-03-29T11:10:00.000Z";"2024-03-29T11:10:00.000Z";2180
"2024-03-29T11:13:00.000Z";"2024-03-29T11:13:00.000Z";2197.5
"2024-03-29T11:16:00.000Z";"2024-03-29T11:16:00.000Z";2166.5
"2024-03-29T11:19:00.000Z";"2024-03-29T11:19:00.000Z";2208
"2024-03-29T11:22:00.000Z";"2024-03-29T11:22:00.000Z";2188
"2024-03-29T11:25:00.000Z";"2024-03-29T11:25:00.000Z";2225
"2024-03-29T11:28:00.000Z";"2024-03-29T11:28:00.000Z";2216.5
"2024-03-29T11:31:00.000Z";"2024-03-29T11:31:00.000Z";2221
"2024-03-29T11:34:00.000Z";"2024-03-29T11:34:00.000Z";2256.4
"2024-03-29T11:37:00.000Z";"2024-03-29T11:37:00.000Z";2246.09999
"2024-03-29T11:40:00.000Z";"2024-03-29T11:40:00.000Z";2237
"2024-03-29T11:43:00.000Z";"2024-03-29T11:43:00.000Z";2239.5
"2024-03-29T11:46:00.000Z";"2024-03-29T11:46:00.000Z";2240.9
"2024-03-29T11:49:00.000Z";"2024-03-29T11:49:00.000Z";2266
"2024-03-29T11:52:00.000Z";"2024-03-29T11:52:00.000Z";2255.4
"2024-03-29T11:55:00.000Z";"2024-03-29T11:55:00.000Z";2273
"2024-03-29T11:58:00.000Z";"2024-03-29T11:58:00.000Z";2270.5
"2024-03-29T12:01:00.000Z";"2024-03-29T12:01:00.000Z";2275.09999
"2024-03-29T12:04:00.000Z";"2024-03-29T12:04:00.000Z";2282
"2024-03-29T12:07:00.000Z";"2024-03-29T12:07:00.000Z";2269.59999
"2024-03-29T12:10:00.000Z";"2024-03-29T12:10:00.000Z";2288
"2024-03-29T12:13:00.000Z";"2024-03-29T12:13:00.000Z";2304
"2024-03-29T12:16:00.000Z";"2024-03-29T12:16:00.000Z";2376
"2024-03-29T12:19:00.000Z";"2024-03-29T12:19:00.000Z";2371.09999
"2024-03-29T12:22:00.000Z";"2024-03-29T12:22:00.000Z";2391.09999
"2024-03-29T12:25:00.000Z";"2024-03-29T12:25:00.000Z";2388
"2024-03-29T12:28:00.000Z";"2024-03-29T12:28:00.000Z";2397.5
"2024-03-29T12:31:00.000Z";"2024-03-29T12:31:00.000Z";2420
"2024-03-29T12:34:00.000Z";"2024-03-29T12:34:00.000Z";2432.4
"2024-03-29T12:37:00.000Z";"2024-03-29T12:37:00.000Z";2459.4
"2024-03-29T12:40:00.000Z";"2024-03-29T12:40:00.000Z";2473
"2024-03-29T12:43:00.000Z";"2024-03-29T12:43:00.000Z";2468
"2024-03-29T12:46:00.000Z";"2024-03-29T12:46:00.000Z";2472
"2024-03-29T12:49:00.000Z";"2024-03-29T12:49:00.000Z";2448.9
"2024-03-29T12:52:00.000Z";"2024-03-29T12:52:00.000Z";2455.5
"2024-03-29T12:55:00.000Z";"2024-03-29T12:55:00.000Z";2457.5
"2024-03-29T12:58:00.000Z";"2024-03-29T12:58:00.000Z";2462.9
"2024-03-29T13:01:00.000Z";"2024-03-29T13:01:00.000Z";2446.5
"2024-03-29T13:04:00.000Z";"2024-03-29T13:04:00.000Z";2463.5
"2024-03-29T13:07:00.000Z";"2024-03-29T13:07:00.000Z";2460
"2024-03-29T13:10:00.000Z";"2024-03-29T13:10:00.000Z";2431
"2024-03-29T13:13:00.000Z";"2024-03-29T13:13:00.000Z";2443
"2024-03-29T13:16:00.000Z";"2024-03-29T13:16:00.000Z";2474
"2024-03-29T13:19:00.000Z";"2024-03-29T13:19:00.000Z";2472
"2024-03-29T13:22:00.000Z";"2024-03-29T13:22:00.000Z";2486.4
"2024-03-29T13:25:00.000Z";"2024-03-29T13:25:00.000Z";2506
"2024-03-29T13:28:00.000Z";"2024-03-29T13:28:00.000Z";2526
"2024-03-29T13:31:00.000Z";"2024-03-29T13:31:00.000Z";2512.4
"2024-03-29T13:34:00.000Z";"2024-03-29T13:34:00.000Z";2549.4
