"startTime";"endTime";"Wind power production - real time data"
"2025-03-29T21:24:00.000Z";"2025-03-29T21:27:00.000Z";4384.5
"2025-03-29T21:27:00.000Z";"2025-03-29T21:30:00.000Z";4367.5
"2025-03-29T21:30:00.000Z";"2025-03-29T21:33:00.000Z";4338
"2025-03-29T21:33:00.000Z";"2025-03-29T21:36:00.000Z";4335
"2025-03-29T21:36:00.000Z";"2025-03-29T21:39:00.000Z";4339.5
"2025-03-29T21:39:00.000Z";"2025-03-29T21:42:00.000Z";4301
"2025-03-29T21:42:00.000Z";"2025-03-29T21:45:00.000Z";4272.5
"2025-03-29T21:45:00.000Z";"2025-03-29T21:48:00.000Z";4155.1
"2025-03-29T21:48:00.000Z";"2025-03-29T21:51:00.000Z";4089
"2025-03-29T21:51:00.000Z";"2025-03-29T21:54:00.000Z";4040.6
"2025-03-29T21:54:00.000Z";"2025-03-29T21:57:00.000Z";4009.5
"2025-03-29T21:57:00.000Z";"2025-03-29T22:00:00.000Z";3985.5
"2025-03-29T22:00:00.000Z";"2025-03-29T22:03:00.000Z";3970
"2025-03-29T22:03:00.000Z";"2025-03-29T22:06:00.000Z";3952
"2025-03-29T22:06:00.000Z";"2025-03-29T22:09:00.000Z";3923.5
"2025-03-29T22:09:00.000Z";"2025-03-29T22:12:00.000Z";3915
"2025-03-29T22:12:00.000Z";"2025-03-29T22:15:00.000Z";3908
"2025-03-29T22:15:00.000Z";"2025-03-29T22:18:00.000Z";3976
"2025-03-29T22:18:00.000Z";"2025-03-29T22:21:00.000Z";4002.4
"2025-03-29T22:21:00.000Z";"2025-03-29T22:24:00.000Z";4028.5
"2025-03-29T22:24:00.000Z";"2025-03-29T22:27:00.000Z";4074.5
"2025-03-29T22:27:00.000Z";"2025-03-29T22:30:00.000Z";4061
"2025-03-29T22:30:00.000Z";"2025-03-29T22:33:00.000Z";4036.5
"2025-03-29T22:33:00.000Z";"2025-03-29T22:36:00.000Z";4026
"2025-03-29T22:36:00.000Z";"2025-03-29T22:39:00.000Z";4005
"2025-03-29T22:39:00.000Z";"2025-03-29T22:42:00.000Z";3992.5
"2025-03-29T22:42:00.000Z";"2025-03-29T22:45:00.000Z";3986
"2025-03-29T22:45:00.000Z";"2025-03-29T22:48:00.000Z";3975.5
"2025-03-29T22:48:00.000Z";"2025-03-29T22:51:00.000Z";3977
"2025-03-29T22:51:00.000Z";"2025-03-29T22:54:00.000Z";3959.5
"2025-03-29T22:54:00.000Z";"2025-03-29T22:57:00.000Z";3945.5
"2025-03-29T22:57:00.000Z";"2025-03-29T23:00:00.000Z";3959
